Local;Data;Mínima;Média;Máxima;Mínima;Média;Máxima;Precipitação (mm)
Juquitiba;04/03/2017;20.56;24.105;27.65;63.19;78.695;94.2;0
Juquitiba;05/03/2017;21.76;25.965;30.17;55.46;72.08;88.7;0
Juquitiba;06/03/2017;19.89;25.83;31.77;51.09;74.145;97.2;0
Juquitiba;07/03/2017;20.09;24.03;27.97;69.38;83.29;97.2;0
Juquitiba;08/03/2017;18.88;24.12;29.36;64.88;80.99;97.1;0
Juquitiba;09/03/2017;19.75;23.83;27.91;64.14;80.42;96.7;0
Juquitiba;10/03/2017;19.23;25.975;32.72;47.34;72.12;96.9;0
Juquitiba;11/03/2017;20.36;27.065;33.77;45.04;70.77;96.5;0
Juquitiba;12/03/2017;19.95;23.86;27.77;72.9;84.6;96.3;0
Juquitiba;13/03/2017;20.08;26.76;33.44;42.96;69.78;96.6;0
Juquitiba;14/03/2017;18.41;22.56;26.71;64.56;80.13;95.7;0
Juquitiba;15/03/2017;18.75;20.755;22.76;82.9;89.85;96.8;0
Juquitiba;16/03/2017;18.54;23.515;28.49;63.53;80.315;97.1;0
Juquitiba;17/03/2017;18.68;25.025;31.37;44.91;71.105;97.3;0
Juquitiba;18/03/2017;18.34;22.92;27.5;67.5;82.5;97.5;0
Juquitiba;19/03/2017;16.34;17.91;19.48;90.3;93.9;97.5;0
Juquitiba;20/03/2017;15.06;16.9;18.74;90;93.6;97.2;0
Juquitiba;21/03/2017;15.53;19.335;23.14;63.21;80.205;97.2;0
Juquitiba;22/03/2017;14.12;18.93;23.74;67.17;82.185;97.2;0
Juquitiba;23/03/2017;13.79;20.275;26.76;54.94;76.17;97.4;0
Juquitiba;24/03/2017;15.6;21.37;27.14;52.58;74.89;97.2;0
Juquitiba;25/03/2017;17.66;23.375;29.09;49.49;72.845;96.2;0
Juquitiba;26/03/2017;15.79;22.17;28.55;53.58;75.34;97.1;0
Juquitiba;27/03/2017;16.13;21.54;26.95;52.24;74.62;97;0
Juquitiba;28/03/2017;16.19;20.105;24.02;66.57;81.835;97.1;0
Juquitiba;29/03/2017;15.52;20.165;24.81;65.02;80.86;96.7;0
Juquitiba;30/03/2017;14.04;19.425;24.81;55.01;75.955;96.9;0
Juquitiba;31/03/2017;13.98;18.96;23.94;62.46;79.68;96.9;0
Juquitiba;01/04/2017;14.32;17.86;21.4;65.23;80.965;96.7;0
Juquitiba;02/04/2017;15.11;19.325;23.54;62.74;79.87;97;0
Juquitiba;03/04/2017;14.85;19.465;24.08;61.85;79.375;96.9;0
Juquitiba;04/04/2017;14.98;20.895;26.81;55.8;76.25;96.7;0
Juquitiba;05/04/2017;15.51;22.195;28.88;45.59;71.345;97.1;0
Juquitiba;06/04/2017;16.53;23.605;30.68;35.38;66.19;97;0
Juquitiba;07/04/2017;18.18;20.53;22.88;83.9;90.4;96.9;0
Juquitiba;08/04/2017;18.66;20.195;21.73;87.1;92;96.9;0
Juquitiba;09/04/2017;19.06;22.395;25.73;71.8;84.3;96.8;0
Juquitiba;10/04/2017;18.72;22.595;26.47;65.66;80.83;96;0
Juquitiba;11/04/2017;17.65;23.765;29.88;59.2;78;96.8;0
Juquitiba;12/04/2017;17.25;24.095;30.94;47.52;72.16;96.8;0
Juquitiba;13/04/2017;15.77;17.545;19.32;87.7;92.15;96.6;0
Juquitiba;14/04/2017;15.77;17.845;19.92;78.3;87.45;96.6;0
Juquitiba;15/04/2017;13.6;19.05;24.5;;0;;0.2
Juquitiba;16/04/2017;12.5;19.6;26.7;;0;;0
Juquitiba;17/04/2017;14.7;22.05;29.4;42.28;69.74;97.2;0
Juquitiba;18/04/2017;15.91;18.08;20.25;76.4;86.2;96;0
Juquitiba;19/04/2017;12.29;16.835;21.38;57.55;77.125;96.7;0
Juquitiba;20/04/2017;13.23;18.01;22.79;51.3;74;96.7;0
Juquitiba;21/04/2017;14.1;21.18;28.26;49.67;73.135;96.6;0
Juquitiba;22/04/2017;12.97;17.92;22.87;79.2;88.15;97.1;0
Juquitiba;23/04/2017;14.77;18.545;22.32;67.89;82.395;96.9;0
Juquitiba;24/04/2017;12.36;15.865;19.37;77.1;86.9;96.7;0
Juquitiba;25/04/2017;14.11;20.145;26.18;54.38;75.34;96.3;0
Juquitiba;26/04/2017;14.9;19.75;24.6;;0;;0
Juquitiba;27/04/2017;15.55;19.615;23.68;68.99;82.445;95.9;0
Juquitiba;28/04/2017;11.96;15.305;18.65;84.6;90.05;95.5;0
Juquitiba;29/04/2017;12.96;14.635;16.31;73;82.75;92.5;0
Juquitiba;30/04/2017;13.56;16.095;18.63;76.9;86.1;95.3;0
Juquitiba;01/05/2017;12.96;17.535;22.11;61.71;78.955;96.2;0
Juquitiba;02/05/2017;13.08;18.865;24.65;50.62;73.86;97.1;0
Juquitiba;03/05/2017;13.82;18.47;23.12;67.62;82.31;97;0
Juquitiba;04/05/2017;14.29;20.075;25.86;58.67;77.635;96.6;0
Juquitiba;05/05/2017;14.29;21.205;28.12;37.46;67.13;96.8;0
Juquitiba;06/05/2017;13.7;17.5;21.3;;0;;20
Juquitiba;07/05/2017;14.5;17.45;20.4;;0;;1.2
Juquitiba;08/05/2017;13.6;18.4;23.2;;0;;1.8
Juquitiba;09/05/2017;13.2;19;24.8;;0;;0
Juquitiba;10/05/2017;13.2;17.1;21;;0;;0
Juquitiba;11/05/2017;15.2;17.4;19.6;;0;;1
Juquitiba;12/05/2017;11.3;17;22.7;;0;;0
Juquitiba;13/05/2017;12.3;19.55;26.8;;0;;0
Juquitiba;14/05/2017;12.5;19.05;25.6;;0;;0
Juquitiba;15/05/2017;9.2;15.8;22.4;;0;;0
Juquitiba;16/05/2017;12;17.2;22.4;;0;;0
Juquitiba;17/05/2017;11.21;16.43;21.65;61.26;78.78;96.3;1.016
Juquitiba;18/05/2017;11.87;15.85;19.83;64.66;80.53;96.4;0
Juquitiba;19/05/2017;15.03;16.51;17.99;76.8;86.4;96;33.02
Juquitiba;20/05/2017;15.09;16.115;17.14;95.4;96.1;96.8;11.68
Juquitiba;21/05/2017;15.42;18.675;21.93;65.63;81.265;96.9;0.254
Juquitiba;22/05/2017;14.63;17.14;19.65;83.6;90.25;96.9;32.77
Juquitiba;23/05/2017;12.73;16.94;21.15;72.9;84.85;96.8;0.762
Juquitiba;24/05/2017;11.74;16.18;20.62;71.8;83.95;96.1;0.254
Juquitiba;25/05/2017;11.8;18.485;25.17;63.91;80.455;97;0
Juquitiba;26/05/2017;12.5;19.65;26.8;;0;;0
Juquitiba;27/05/2017;12.8;17.9;23;;0;;0
Juquitiba;28/05/2017;14.6;17.5;20.4;;0;;0.2
Juquitiba;29/05/2017;14;19.4;24.8;;0;;0
Juquitiba;30/05/2017;13.2;16.3;19.4;;0;;0
Juquitiba;31/05/2017;15.4;20.1;24.8;;0;;0.5
Juquitiba;01/06/2017;13.2;16.7;20.2;;0;;0.2
Juquitiba;02/06/2017;8;14;20;;0;;0.6
Juquitiba;03/06/2017;8.2;15.1;22;;0;;0
Juquitiba;04/06/2017;10.2;18.25;26.3;;0;;0
Juquitiba;05/06/2017;10.2;14.1;18;;0;;0
Juquitiba;06/06/2017;15.2;18.6;22;;0;;48
Juquitiba;07/06/2017;16.6;21.3;26;;0;;12.8
Juquitiba;08/06/2017;13.6;19.4;25.2;;0;;0.3
Juquitiba;09/06/2017;14.6;17.55;20.5;;0;;0
Juquitiba;10/06/2017;4;11;18;;0;;0.2
Juquitiba;11/06/2017;1.2;10.6;20;;0;;0
Juquitiba;12/06/2017;1.4;10.7;20;;0;;0
Juquitiba;13/06/2017;8.94;15.575;22.21;53.11;74.855;96.6;5.588
Juquitiba;14/06/2017;10.47;13.87;17.27;93.9;95.55;97.2;8.64
Juquitiba;15/06/2017;12.31;15.515;18.72;76.3;86.8;97.3;0
Juquitiba;16/06/2017;11.39;15.88;20.37;65.9;81.1;96.3;0
Juquitiba;17/06/2017;8.34;16.695;25.05;40.21;68.755;97.3;0.254
Juquitiba;18/06/2017;8.08;16.565;25.05;43.19;70.245;97.3;0
Juquitiba;19/06/2017;8.21;16.41;24.61;43.27;70.035;96.8;0.254
Juquitiba;20/06/2017;8.41;15.99;23.57;49.74;73.17;96.6;1.27
Juquitiba;21/06/2017;11.99;13.54;15.09;95.1;96.3;97.5;5.842
Juquitiba;22/06/2017;12.72;15.09;17.46;85.4;91.45;97.5;0.762
Juquitiba;23/06/2017;12.32;17.045;21.77;62.57;79.735;96.9;0
Juquitiba;24/06/2017;12.25;17.165;22.08;53.31;74.955;96.6;0
Juquitiba;25/06/2017;10.79;16.935;23.08;53.17;74.435;95.7;0
Juquitiba;26/06/2017;10.33;16.145;21.96;51.85;74.375;96.9;0
Juquitiba;27/06/2017;9.87;16.665;23.46;44.13;70.515;96.9;0
Juquitiba;28/06/2017;7.81;16.635;25.46;31.23;64.015;96.8;0
Juquitiba;29/06/2017;7.68;16.64;25.6;43.74;70.37;97;0
Juquitiba;30/06/2017;9.14;17.205;25.27;41.47;69.235;97;0
Juquitiba;01/07/2017;9.14;16.635;24.13;45.46;71.28;97.1;0.254
Juquitiba;02/07/2017;11.19;14.275;17.36;71.6;84.15;96.7;0.508
Juquitiba;03/07/2017;9.27;12.325;15.38;73.6;84.55;95.5;3.81
Juquitiba;04/07/2017;8.01;11.875;15.74;60.27;78.035;95.8;0
Juquitiba;05/07/2017;4.044;10.782;17.52;47.22;71.96;96.7;0.254
Juquitiba;06/07/2017;4.044;11.412;18.78;44.56;70.83;97.1;0
Juquitiba;07/07/2017;8.47;14.45;20.43;40.82;69.01;97.2;0
Juquitiba;08/07/2017;9.73;15.245;20.76;41.88;69.19;96.5;0
Juquitiba;09/07/2017;8.94;15.845;22.75;43.47;70.335;97.2;0
Juquitiba;10/07/2017;8.21;15.935;23.66;41.4;69.35;97.3;0.254
Juquitiba;11/07/2017;7.68;16.12;24.56;41.51;69.305;97.1;0
Juquitiba;12/07/2017;6.161;154.105;24.66;36.22;66.46;96.7;0
Juquitiba;13/07/2017;6.095;135.875;21.08;49.65;73.075;96.5;0
Juquitiba;14/07/2017;11.19;17.23;23.27;54.96;75.53;96.1;0
Juquitiba;15/07/2017;8.54;16.65;24.76;36.27;66.535;96.8;0
Juquitiba;16/07/2017;7.94;15.935;23.93;34.82;65.81;96.8;0.254
Juquitiba;17/07/2017;8.14;16.4;24.66;33.96;64.78;95.6;0
Juquitiba;18/07/2017;8.34;17.22;26.1;29.29;62.545;95.8;3.048
Juquitiba;19/07/2017;5.162;7.111;9.06;95.1;96.15;97.2;3.048
Juquitiba;20/07/2017;6.758;9.174;11.59;91.5;94.35;97.2;0
Juquitiba;21/07/2017;8.74;15.445;22.15;55.17;76.235;97.3;0
Juquitiba;22/07/2017;7.81;16.16;24.51;39.99;68.695;97.4;0
Juquitiba;23/07/2017;9.6;15.385;21.17;51.99;74.645;97.3;0.254
Juquitiba;24/07/2017;7.35;16.455;25.56;30.16;63.33;96.5;0
Juquitiba;25/07/2017;7.23;15.995;24.76;29.83;63.265;96.7;0
Juquitiba;26/07/2017;6.894;16.492;26.09;32.02;64.01;96;0
Juquitiba;27/07/2017;6.428;15.664;24.9;38.53;67.315;96.1;0
Juquitiba;28/07/2017;6.361;150.855;23.81;46.19;71.345;96.5;0
Juquitiba;29/07/2017;8.4;15.465;22.53;37.55;67.425;97.3;0
Juquitiba;30/07/2017;8.41;16.1;23.79;35.42;66.41;97.4;0
Juquitiba;31/07/2017;8.6;15.835;23.07;51.24;74.32;97.4;0
Juquitiba;01/08/2017;7.35;14.95;22.55;36.49;66.995;97.5;0
Juquitiba;02/08/2017;7.42;14.915;22.41;33.96;64.98;96;0
Juquitiba;03/08/2017;10.4;17.655;24.91;30.56;61.58;92.6;0
Juquitiba;04/08/2017;11.79;16.935;22.08;44.13;69.665;95.2;2.794
Juquitiba;05/08/2017;11.46;12.62;13.78;86.9;91.95;97;9.4
Juquitiba;06/08/2017;7.29;11.39;15.49;73.7;85.25;96.8;2.54
Juquitiba;07/08/2017;6.417;120.685;17.72;56.66;76.93;97.2;0
Juquitiba;08/08/2017;6.288;15.099;23.91;47.5;72.4;97.3;0.254
Juquitiba;09/08/2017;8.94;17.945;26.95;34.34;65.47;96.6;0
Juquitiba;10/08/2017;11.2;20.435;29.67;29.23;62.565;95.9;0.254
Juquitiba;11/08/2017;9.6;13.165;16.73;80.3;88.25;96.2;0.254
Juquitiba;12/08/2017;10.47;14.885;19.3;61.97;79.035;96.1;0
Juquitiba;13/08/2017;11.59;18.245;24.9;51.89;74.495;97.1;0
Juquitiba;14/08/2017;11.72;20.66;29.6;28.22;62.61;97;0
Juquitiba;15/08/2017;12.71;18.34;23.97;56.53;76.015;95.5;0.254
Juquitiba;16/08/2017;12.25;14.205;16.16;79.3;88.15;97;7.87
Juquitiba;17/08/2017;13.11;15.025;16.94;89.2;93.15;97.1;1.778
Juquitiba;18/08/2017;11.98;13.805;15.63;93.2;94.9;96.6;4.064
Juquitiba;19/08/2017;12.72;14.335;15.95;89.9;93.55;97.2;2.286
Juquitiba;20/08/2017;13.71;15.435;17.16;86;91.6;97.2;9.14
Juquitiba;21/08/2017;9.93;13.91;17.89;81.7;89.3;96.9;46.23
Juquitiba;22/08/2017;9.6;10.92;12.24;88.3;92.4;96.5;1.524
Juquitiba;23/08/2017;10.66;12.775;14.89;78.1;86.7;95.3;0.254
Juquitiba;24/08/2017;12.59;17.86;23.13;57.75;76.925;96.1;0
Juquitiba;25/08/2017;12.19;17.66;23.13;52.36;74.28;96.2;0
Juquitiba;26/08/2017;11.39;17.91;24.43;46.3;71.1;95.9;0
Juquitiba;27/08/2017;8.68;17.715;26.75;34.54;65.67;96.8;0
Juquitiba;28/08/2017;8;17.74;27.48;25.31;61.255;97.2;0
Juquitiba;29/08/2017;9.47;17.315;25.16;45.83;71.565;97.3;0.254
Juquitiba;30/08/2017;10.13;18.41;26.69;44.64;70.87;97.1;0
Juquitiba;31/08/2017;12.13;21.92;31.71;21.31;59.205;97.1;0.254
Juquitiba;01/09/2017;13.64;15.195;16.75;82.5;89.35;96.2;1.27
Juquitiba;02/09/2017;13.38;15.585;17.79;80.3;88.25;96.2;0
Juquitiba;03/09/2017;9.93;16.785;23.64;51.58;74.39;97.2;0
Juquitiba;04/09/2017;7.29;16.725;26.16;43.58;70.44;97.3;0.254
Juquitiba;05/09/2017;8.28;18.7;29.12;25.17;60.685;96.2;0
Juquitiba;06/09/2017;9.61;19.105;28.6;22.64;59.12;95.6;0
Juquitiba;07/09/2017;13.71;19.865;26.02;43.04;68.87;94.7;0
Juquitiba;08/09/2017;8.68;18.31;27.94;30.28;63.54;96.8;0
Juquitiba;09/09/2017;9.54;19.865;30.19;19.72;58.16;96.6;0
Juquitiba;10/09/2017;10.27;20.195;30.12;19.99;58.545;97.1;0
Juquitiba;11/09/2017;10.53;20.39;30.25;20.65;58.825;97;0
Juquitiba;12/09/2017;12.06;21.92;31.78;21.44;57.87;94.3;0
Juquitiba;13/09/2017;13.84;21.95;30.06;29.29;61.945;94.6;0
Juquitiba;14/09/2017;11.13;20.96;30.79;23.84;59.47;95.1;0
Juquitiba;15/09/2017;11.52;21.415;31.31;21.65;57.825;94;0
Juquitiba;16/09/2017;12.79;22.74;32.69;15.33;54.565;93.8;0
Juquitiba;17/09/2017;14.89;23.37;31.85;25.17;60.635;96.1;0
Juquitiba;18/09/2017;14.89;23.035;31.18;23.11;59.555;96;0
Juquitiba;19/09/2017;16.22;21.355;26.49;51.81;72.055;92.3;0
Juquitiba;20/09/2017;14.3;19.565;24.83;57.12;74.71;92.3;0
Juquitiba;21/09/2017;15.3;19.8;24.3;57.52;74.86;92.2;0
Juquitiba;22/09/2017;11.99;21.19;30.39;30.55;62.925;95.3;0
Juquitiba;23/09/2017;12.06;21.915;31.77;21.25;57.625;94;0
Juquitiba;24/09/2017;14.12;22.12;30.12;27.09;59.095;91.1;0
Juquitiba;25/09/2017;14.83;18.42;22.01;68.4;81.1;93.8;0
Juquitiba;26/09/2017;13.77;18.645;23.52;53.35;73.775;94.2;0
Juquitiba;27/09/2017;11.78;18.87;25.96;48.02;72.31;96.6;0
Juquitiba;28/09/2017;11.99;21.19;30.39;26.83;61.765;96.7;0
Juquitiba;29/09/2017;15.03;18.95;22.87;64.46;80.23;96;2.54
Juquitiba;30/09/2017;15.23;16.94;18.65;80.7;88.55;96.4;14.73
Juquitiba;01/10/2017;15.56;19.185;22.81;64.14;80.27;96.4;3.048
Juquitiba;02/10/2017;16.81;21.02;25.23;49.55;69.725;89.9;0
Juquitiba;03/10/2017;16.08;19.02;21.96;64.08;77.19;90.3;3.048
Juquitiba;04/10/2017;11.52;17.675;23.83;40.45;68.575;96.7;0.254
Juquitiba;05/10/2017;7.54;15.36;23.18;29.58;63.14;96.7;0
Juquitiba;06/10/2017;10.61;20.63;30.65;31.01;63.105;95.2;0
Juquitiba;07/10/2017;16.75;25.115;33.48;30.07;62.885;95.7;17.27
Juquitiba;08/10/2017;15.82;17.9;19.98;84.3;90.2;96.1;9.65
Juquitiba;09/10/2017;16.62;19.515;22.41;74.8;85.8;96.8;8.38
Juquitiba;10/10/2017;15.42;21.945;28.47;60.63;78.665;96.7;0
Juquitiba;11/10/2017;15.1;23.495;31.89;37.57;66.585;95.6;0
Juquitiba;12/10/2017;16.87;25.605;34.34;27.21;61.505;95.8;2.794
Juquitiba;13/10/2017;17.99;25.535;33.08;32.72;63.76;94.8;0.254
Juquitiba;14/10/2017;17.47;25.94;34.41;27.94;61.52;95.1;0.254
Juquitiba;15/10/2017;13.9;22.235;30.57;46.61;71.205;95.8;1.016
Juquitiba;16/10/2017;14.03;15.675;17.32;81.4;88.6;95.8;1.016
Juquitiba;17/10/2017;15.1;17.57;20.04;73.9;84.85;95.8;0.254
Juquitiba;18/10/2017;15.76;21.225;26.69;59.45;77.525;95.6;0
Juquitiba;19/10/2017;14.77;23.175;31.58;28.61;62.055;95.5;0.254
Juquitiba;20/10/2017;17.2;24.715;32.23;25.29;58.895;92.5;0
Juquitiba;21/10/2017;16.54;18.685;20.83;77.9;86.7;95.5;3.302
Juquitiba;22/10/2017;16.95;18.76;20.57;85.5;90.55;95.6;3.048
Juquitiba;23/10/2017;13.83;17.105;20.38;77.7;87;96.3;5.588
Juquitiba;24/10/2017;12.7;14.29;15.88;85;90.55;96.1;1.016
Juquitiba;25/10/2017;13.84;15.75;17.66;80.3;87.9;95.5;0
Juquitiba;26/10/2017;15.62;21.975;28.33;54.79;75.545;96.3;20.57
Juquitiba;27/10/2017;15.69;21.385;27.08;47.62;71.76;95.9;0.254
Juquitiba;28/10/2017;17.54;21.69;25.84;57.46;74.58;91.7;0.254
Juquitiba;29/10/2017;16.09;21.685;27.28;53.93;74.615;95.3;0
Juquitiba;30/10/2017;16.41;20.37;24.33;66.71;81.705;96.7;21.08
Juquitiba;31/10/2017;16.48;18.79;21.1;86.4;91.55;96.7;18.54
Juquitiba;01/11/2017;13.11;16.94;20.77;81.2;88.85;96.5;5.08
Juquitiba;02/11/2017;10.46;15.375;20.29;57.56;76.68;95.8;0
Juquitiba;03/11/2017;11.99;17.38;22.77;53.07;73.985;94.9;0
Juquitiba;04/11/2017;16.5;23.6;30.7;33.72;63.56;93.4;0.762
Juquitiba;05/11/2017;16.62;22.45;28.28;52.86;73.83;94.8;36.83
Juquitiba;06/11/2017;13.25;16.05;18.85;88.1;91.7;95.3;3.556
Juquitiba;07/11/2017;13.51;16.8;20.09;62.81;78.905;95;0
Juquitiba;08/11/2017;14.62;16.9;19.18;65.56;79.28;93;0
Juquitiba;09/11/2017;15.16;19.765;24.37;59.45;77.975;96.5;35.56
Juquitiba;10/11/2017;15.49;20.785;26.08;63.16;79.83;96.5;0.508
Juquitiba;11/11/2017;16.88;23.265;29.65;42.3;69.3;96.3;18.54
Juquitiba;12/11/2017;7.54;13.85;20.16;71.7;84.25;96.8;4.064
Juquitiba;13/11/2017;12.98;20.59;28.2;23.24;58.67;94.1;0
Juquitiba;14/11/2017;8.08;16.615;25.15;39.32;67.96;96.6;0
Juquitiba;15/11/2017;10.27;18.18;26.09;29.15;62.425;95.7;0
Juquitiba;16/11/2017;15.5;23.405;31.31;33.26;63.98;94.7;0
Juquitiba;17/11/2017;17.74;25.215;32.69;33.39;61.545;89.7;0
Juquitiba;18/11/2017;17.54;22.215;26.89;50.42;71.21;92;0.254
Juquitiba;19/11/2017;18.39;23.69;28.99;46.15;70.625;95.1;14.22
Juquitiba;20/11/2017;17.67;20.41;23.15;78;87.15;96.3;3.302
Juquitiba;21/11/2017;15.36;18.035;20.71;88.8;92.45;96.1;2.794
Juquitiba;22/11/2017;16.22;21.945;27.67;59.56;78.03;96.5;28.96
Juquitiba;23/11/2017;13.77;16.875;19.98;94.9;95.7;96.5;9.4
Juquitiba;24/11/2017;14.5;17.425;20.35;73.6;84.7;95.8;0.254
Juquitiba;25/11/2017;10.4;19.33;28.26;32.61;64.155;95.7;0
Juquitiba;26/11/2017;16.36;22.44;28.52;36.85;65.975;95.1;4.826
Juquitiba;27/11/2017;18.59;22.12;25.65;62.53;78.965;95.4;5.08
Juquitiba;28/11/2017;18.13;22.275;26.42;63.83;79.615;95.4;0.254
Juquitiba;29/11/2017;15.1;18.87;22.64;62.91;78.605;94.3;0
Juquitiba;30/11/2017;13.51;19.1;24.69;48.95;72.025;95.1;0
Juquitiba;01/12/2017;15.43;18.885;22.34;62.93;78.915;94.9;0
Juquitiba;02/12/2017;16.42;19.38;22.34;68.25;82.275;96.3;4.318
Juquitiba;03/12/2017;16.68;19.475;22.27;75;85.65;96.3;0.508
Juquitiba;04/12/2017;16.42;21.65;26.88;61.1;78.4;95.7;0.254
Juquitiba;05/12/2017;17.41;23.335;29.26;55.64;75.67;95.7;0
Juquitiba;06/12/2017;18.27;22.74;27.21;55.06;74.43;93.8;0
Juquitiba;07/12/2017;17.61;21.16;24.71;66.44;80.37;94.3;0
Juquitiba;08/12/2017;18.14;22.935;27.73;61.49;79.045;96.6;10.92
Juquitiba;09/12/2017;17.81;22.74;27.67;62.97;79.735;96.5;2.032
Juquitiba;10/12/2017;16.55;21.285;26.02;59.51;77.755;96;0
Juquitiba;11/12/2017;14.24;21.945;29.65;43.76;70.03;96.3;0
Juquitiba;12/12/2017;14.7;22.66;30.62;37.23;65.065;92.9;0.508
Juquitiba;13/12/2017;15.76;17.475;19.19;75;83.35;91.7;0
Juquitiba;14/12/2017;16.55;19.88;23.21;66.8;79.5;92.2;0
Juquitiba;15/12/2017;13.71;21.55;29.39;53.32;74.81;96.3;0
Juquitiba;16/12/2017;15.16;23.38;31.6;36.43;66.415;96.4;0
Juquitiba;17/12/2017;16.43;23.995;31.56;48.66;72.48;96.3;0
Juquitiba;18/12/2017;18.46;25.475;32.49;34.72;63.46;92.2;0
Juquitiba;19/12/2017;19.19;23.79;28.39;55.72;74.96;94.2;0.254
Juquitiba;20/12/2017;19.38;22.735;26.09;66.82;80.41;94;0
Juquitiba;21/12/2017;17.54;24.19;30.84;45.55;71.025;96.5;32.26
Juquitiba;22/12/2017;17.8;18.89;19.98;91;93.75;96.5;11.68
Juquitiba;23/12/2017;17.81;21.53;25.25;68.11;81.705;95.3;1.524
Juquitiba;24/12/2017;20.52;24.86;29.2;53.93;70.715;87.5;0.508
Juquitiba;25/12/2017;19.52;23.935;28.35;56.59;75.845;95.1;1.524
Juquitiba;26/12/2017;18.59;21.625;24.66;74.3;85.35;96.4;3.81
Juquitiba;27/12/2017;19.12;23.205;27.29;67.23;81.815;96.4;2.794
Juquitiba;28/12/2017;19.65;24.305;28.96;57.13;75.965;94.8;0
Juquitiba;29/12/2017;19.78;21.535;23.29;83.7;89.3;94.9;9.4
Juquitiba;30/12/2017;18.39;21.565;24.74;70.9;83.1;95.3;17.27
Juquitiba;31/12/2017;18.45;22.22;25.99;66.72;80.86;95;14.73
Juquitiba;01/01/2018;18.45;23.07;27.69;62.17;78.785;95.4;29.97
Juquitiba;02/01/2018;19.52;24.1;28.68;57.06;75.08;93.1;0
Juquitiba;03/01/2018;19.76;23.755;27.75;55.46;73.73;92;2.54
Juquitiba;04/01/2018;15.03;19.1;23.17;89.2;92.85;96.5;22.1
Juquitiba;05/01/2018;15.03;21.25;27.47;36.33;66.365;96.4;0
Juquitiba;06/01/2018;15.56;22.735;29.91;37.72;66.91;96.1;0
Juquitiba;07/01/2018;18.27;23.535;28.8;53.93;74.865;95.8;9.65
Juquitiba;08/01/2018;18.07;21.535;25;56.36;76.08;95.8;0.254
Juquitiba;09/01/2018;17.67;20.085;22.5;75.5;86.05;96.6;26.92
Juquitiba;10/01/2018;17.01;20.72;24.43;75.7;86.2;96.7;67.56
Juquitiba;11/01/2018;18.33;23.67;29.01;56.65;76.575;96.5;4.572
Juquitiba;12/01/2018;16.95;23.675;30.4;51.87;74.185;96.5;8.13
Juquitiba;13/01/2018;17.74;22.125;26.51;58.14;75.02;91.9;0.254
Juquitiba;14/01/2018;18.34;22.835;27.33;60.42;76.41;92.4;1.016
Juquitiba;15/01/2018;18.8;24.605;30.41;49.09;69.145;89.2;0.254
Juquitiba;16/01/2018;20.05;24.345;28.64;54.94;72.77;90.6;0
Juquitiba;17/01/2018;18.53;24.08;29.63;52.49;74.445;96.4;4.318
Juquitiba;18/01/2018;19.13;24.935;30.74;55.66;75.88;96.1;0.254
Juquitiba;19/01/2018;18;24.565;31.13;48.81;72.005;95.2;0
Juquitiba;20/01/2018;18.27;23.515;28.76;51.22;73.86;96.5;7.62
Juquitiba;21/01/2018;18.87;23.49;28.11;63.39;79.895;96.4;0.254
Juquitiba;22/01/2018;19.39;25.23;31.07;48.02;72.26;96.5;29.46
Juquitiba;23/01/2018;18.21;24.73;31.25;45.63;71.015;96.4;2.286
Juquitiba;24/01/2018;18.27;25.82;33.37;35.26;65.58;95.9;11.18
Juquitiba;25/01/2018;19.01;26.555;34.1;28.62;62.31;96;0
Juquitiba;26/01/2018;18.74;23.975;29.21;56.59;76.395;96.2;5.842
Juquitiba;27/01/2018;16.95;19.165;21.38;83.5;90;96.5;12.7
Juquitiba;28/01/2018;17.02;20.29;23.56;61.5;79;96.5;0
Juquitiba;29/01/2018;18.42;24.08;29.74;58.52;77.41;96.3;8.89
Juquitiba;30/01/2018;16.08;22.39;28.7;59.91;78.405;96.9;41.15
Juquitiba;31/01/2018;16.02;18.3;20.58;95.5;96.3;97.1;6.604
Juquitiba;01/02/2018;16.76;22.1;27.44;50.9;74;97.1;5.08
Juquitiba;02/02/2018;17.02;21.94;26.86;56.16;76.28;96.4;0.254
Juquitiba;03/02/2018;17.15;21.64;26.13;58.75;77.225;95.7;5.588
Juquitiba;04/02/2018;15.43;19.495;23.56;64.16;80.03;95.9;0
Juquitiba;05/02/2018;16.09;20.845;25.6;61.21;78.355;95.5;0
Juquitiba;06/02/2018;15;19.5;24;;0;;0.2
Juquitiba;07/02/2018;14.71;19.15;23.59;68.05;82.425;96.8;0.508
Juquitiba;08/02/2018;15.3;22.02;28.74;37.38;67.09;96.8;0
Juquitiba;09/02/2018;14.98;23.05;31.12;33.86;65.33;96.8;6.35
Juquitiba;10/02/2018;16.7;24.805;32.91;27.75;61.625;95.5;0
Juquitiba;11/02/2018;19.01;24.475;29.94;50.41;72.255;94.1;0
Juquitiba;12/02/2018;19.27;25.79;32.31;41.77;68.035;94.3;0
Juquitiba;13/02/2018;17.09;23.44;29.79;54.05;75.375;96.7;11.94
Juquitiba;14/02/2018;16.1;17.48;18.86;94.4;95.55;96.7;24.64
Juquitiba;15/02/2018;15.63;17.74;19.85;86.8;91.75;96.7;3.302
Juquitiba;16/02/2018;16.16;18.47;20.78;86.7;91.7;96.7;0.762
Juquitiba;17/02/2018;15.24;18.8;22.36;72.8;84.5;96.2;0
